,loss,val_loss
0,0.336925745010376,0.32465773820877075
1,0.28128713369369507,0.22489280998706818
2,0.19190722703933716,0.20690929889678955
3,0.1839422732591629,0.16386748850345612
4,0.15119513869285583,0.15820275247097015
5,0.1459164172410965,0.14751602709293365
6,0.13247935473918915,0.12944112718105316
7,0.11762528866529465,0.11772868037223816
8,0.10852412134408951,0.10768625885248184
9,0.09854408353567123,0.09634978324174881
10,0.08779455721378326,0.08710940927267075
11,0.07906079292297363,0.07910957932472229
12,0.0711568295955658,0.07050035893917084
13,0.06295277178287506,0.061671268194913864
14,0.05507070571184158,0.053630392998456955
15,0.04808714985847473,0.04669078066945076
16,0.04192610830068588,0.04083355888724327
17,0.03668483346700668,0.036244552582502365
18,0.03256649151444435,0.03246328607201576
19,0.029239995405077934,0.028912588953971863
20,0.026471415534615517,0.026000212877988815
21,0.024075614288449287,0.023523155599832535
22,0.02172810584306717,0.02124871127307415
23,0.01948656514286995,0.018857918679714203
24,0.017319170758128166,0.016688218340277672
25,0.015385644510388374,0.014956902712583542
26,0.013680021278560162,0.013499475084245205
27,0.012306973338127136,0.01227012649178505
28,0.01126586552709341,0.011450614780187607
29,0.01057337410748005,0.010919904336333275
30,0.010174538008868694,0.010591327212750912
31,0.009931092150509357,0.01036435179412365
32,0.009714901447296143,0.01008155383169651
33,0.00947931781411171,0.009837006218731403
34,0.009239104576408863,0.009576776996254921
35,0.009026902727782726,0.009369606152176857
36,0.008819853886961937,0.00912565179169178
37,0.008624634705483913,0.008930705487728119
38,0.008435161784291267,0.00871715135872364
39,0.008262145332992077,0.008547591976821423
40,0.008094876073300838,0.008382469415664673
41,0.007941929623484612,0.008236770518124104
42,0.00779964542016387,0.008100972510874271
43,0.007668113335967064,0.007951523177325726
44,0.007539032027125359,0.007807616610080004
45,0.007415284868329763,0.007678395602852106
46,0.0073010558262467384,0.007551755756139755
47,0.007191563490778208,0.00743227219209075
48,0.007088747341185808,0.007328142412006855
49,0.006987778004258871,0.007233860436826944
50,0.0068878415040671825,0.007122109644114971
51,0.006789816543459892,0.007022200617939234
52,0.006693871691823006,0.006928398739546537
53,0.006599914748221636,0.006833088584244251
54,0.0065082586370408535,0.0067389425821602345
55,0.006418979726731777,0.0066503905691206455
56,0.006335461512207985,0.006576722953468561
57,0.006252032704651356,0.006498110946267843
58,0.006173418834805489,0.00641271099448204
59,0.006097083445638418,0.0063307699747383595
60,0.006027034483850002,0.0062627424485981464
61,0.0059607247821986675,0.006185355596244335
62,0.005890442058444023,0.006112757138907909
63,0.005830469541251659,0.006048601120710373
64,0.00576027249917388,0.005998728796839714
65,0.005704120732843876,0.0059175570495426655
66,0.005640549119561911,0.005861508660018444
67,0.005587562453001738,0.005810773931443691
68,0.005535363219678402,0.005750367417931557
69,0.005480336491018534,0.0056914775632321835
70,0.005431661382317543,0.00564088299870491
71,0.005377475172281265,0.005587597843259573
72,0.005330356769263744,0.00553518533706665
73,0.005286836996674538,0.005490286275744438
74,0.005242480430752039,0.005441748071461916
75,0.005195569712668657,0.00539977615699172
76,0.00515449745580554,0.005354154389351606
77,0.005114252213388681,0.005298760253936052
78,0.005075286608189344,0.005263772793114185
79,0.0050254142843186855,0.005215910263359547
80,0.004983359016478062,0.005163446068763733
81,0.004942398052662611,0.005119060166180134
82,0.004905116278678179,0.005079298280179501
83,0.0048735374584794044,0.005053166765719652
84,0.004830149933695793,0.005025921855121851
85,0.0047961450181901455,0.004953885450959206
86,0.004747839644551277,0.0049362159334123135
87,0.004729191306978464,0.004878027364611626
88,0.004692655522376299,0.00484924903139472
89,0.00465195719152689,0.004825262818485498
90,0.004619133193045855,0.004774612374603748
91,0.004578845575451851,0.0047360556200146675
92,0.004543873481452465,0.004705982748419046
93,0.0045152511447668076,0.004684483166784048
94,0.0044895377941429615,0.0046392823569476604
95,0.004458410665392876,0.00463769631460309
96,0.004443332087248564,0.004579481668770313
97,0.004410643596202135,0.004580773878842592
98,0.004386670887470245,0.004520331975072622
99,0.00434499979019165,0.004509031306952238
100,0.004326582886278629,0.004472858738154173
101,0.0042979782447218895,0.004437219351530075
102,0.004269741475582123,0.004419899545609951
103,0.004247046075761318,0.004389351233839989
